example_id,summary,base_cluster_id,cluster_name,category
3aec4e74-9a0b-4438-9589-0a1bf6f05206,User provided positive feedback on new waterfall view feature in LangSmith product,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
3b336841-34ab-4a4a-a852-a0033cfb7f34,"debugging help with LangSmith Playground experiencing system degradation issues including real-time output preview failures, random extra parameters being populated causing JSON parsing errors, and incomplete prompt saving functionality",44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
3b5c79c1-14dc-44fe-a2ae-c9e5fd59f0da,setup help with LangSmith project creation for basic tracing implementation,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
3c5f043e-1bac-4d2f-ad09-6ab33591efc0,debugging help with LangSmith tutorial setup for Python Jupyter notebook implementation experiencing SSL certificate verification errors when running RAG application example,45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
3c6a3da5-9222-4dd6-9346-f7fde9edcaa9,configuration help with LangSmith Playground to change default template format from fstring to mustache for organization-wide settings,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
3d608376-43a0-462f-8c8b-0efaa616e05c,feature update discussion with LangSmith feedback API for batch improvements implementation,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
3ef76bb4-8861-4995-8107-7e5ea19153b0,"feature request help with LangSmith SDK for Python implementation to programmatically manage resource tags, encountered permissions issues with UI tag management, and received timeline for SDK enhancement delivery",40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
3f1bd055-7ef7-428c-aed1-782dda4c3909,debugging help with LangSmith automatic evaluator for Python implementation experiencing Azure OpenAI API version compatibility issues with structured outputs,36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
3f58efcb-9e52-43d9-9615-dfbadf57823b,setup help with LangSmith Playground integration with Ollama endpoint for configuration,36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
3f9c9f96-f644-4a2b-93dd-083abe7276f6,best practices help with LangSmith Feedback API for user-specific feedback scoping in custom frontend implementation,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
41dc7793-5d67-4455-b7ff-abe6d4ea0c99,"feature request help with LangSmith product for filtering threads based on outputs, annotation trace expansion, reset button for annotation queues, and sorting functionalities in playground",43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
423e43e4-6630-45b8-bef1-7edccd4dc622,"debugging help with LangSmith evaluations experiencing missing metrics and high latency issues, with 503 server errors during multipart data upload for Python implementation",42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
42a3d49b-5d65-4863-80d4-8c5d9a2ca00b,debugging help with LangSmith API for benchmark execution errors where evaluator results failed to upload due to invalid feedback config validation,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
42be61de-503c-4156-8f92-cece88bf47f8,User reported security vulnerability (CORS misconfiguration) on LangSmith website that could lead to token leakage and account takeover,45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
431a3c8a-69dd-44a3-9b1b-d86c520da730,feature request help with LangSmith trace view for Markdown formatting support to improve readability of LLM messages displayed in the UI,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
438e243c-8471-4a11-b695-edc8d17708cc,"debugging help with LangSmith Playground for reasoning model configuration issues including parallel_tool_calls parameter failures when switching models, inability to view reasoning tokens during execution, and model configuration not being preserved when editing prompt templates",44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
440ee55e-4174-4582-9d74-d191a8066512,"User submitted an image without context related to LangSmith tracing, support team requested version information, step-by-step error reproduction process, and public trace sharing for debugging assistance",38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
4569d016-e543-40ae-93e6-80fbac5b815d,setup help with LangSmith tracing/evaluation using OpenTelemetry for Scala/JVM implementation,36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
4575c065-df68-4ebd-97ec-bafea2d4825b,debugging help with LangSmith tracing for long-running LangGraph applications experiencing missing traces and incomplete status issues despite successful completion,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
464a0dab-73be-4704-a85d-1efb9c74ef6d,configuration help with LangSmith custom code auto evaluators for rate limit increase and evaluator management,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
46e9bf68-a044-4583-824d-b35a095f65e3,feature request help with LangSmith product for trace cost sorting and filtering functionality,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
47920e79-d780-460b-8b35-ca2c5b683605,troubleshooting help with LangSmith product for API access issues - tenant was temporarily blocked from fetching runs due to excessive POST /runs/query requests that were caused by a bug in their implementation,45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
47ed69aa-8eb3-4837-bc50-f7c00c1e7dda,debugging help with LangSmith connection error for basic authentication/access implementation,45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
4804cafc-5eb5-419d-b381-8e147a023169,documentation help with LangSmith Product for file attachment functionality when interacting with agents,37,Handle LangSmith enterprise compliance and security assessment requirements,LangSmith Product
48209bf4-cfea-407f-8125-5fdf2e85792d,feature request help with LangSmith prompt view for adding OpenAI model configuration parameters (store and reasoning_effort),36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
4826c8c8-4417-4e26-930d-e71e3c8fda8c,User provided positive feedback on table UI improvement with input field display enhancement for better component identification,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
48412b0a-5ceb-4f68-b0ba-9547c772816b,feature restoration help with LangSmith experiment view UI for score correction functionality that was lost after new experiment view release,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
48a3e162-efb3-47c1-92dc-51253e1781b6,feature request help with LangSmith annotation queue to hide/remove input variables from graders during review process,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
48bb73a7-50ee-4a27-90d1-24829d652c9b,compliance/regulatory help with LangSmith Tracing for GDPR and German Federal Data Protection Act (BDSG) requirements,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
48d70144-80f7-4d6a-bfa5-9020643b529d,"API usage help with LangSmith chart update and creation endpoints, encountering 422 errors with missing start_time field and session filter issues when creating charts with project/session ID mapping",45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
4924cbbd-9004-41a4-9ca6-a639a6f11d50,monitoring and analytics help with LangSmith tracing for viewing aggregate trace data and tool latency metrics across conversations,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
4926d480-625e-4df0-b119-c9c7069840f1,debugging help with LangSmith playground evaluation experiments for multimodal dataset implementation - PDF attachments displaying incorrectly as JSON with wrong file size in run results while showing properly in individual example view,35,Debug LangSmith dataset management and bulk operations functionality,LangSmith Product
